species_code	authority_ver	taxon_order	category	sci_name	primary_com_name	order1	family_sci_name	bio_concept_code	
lestan	2023	33951	species	Chlorothraupis olivacea	Lemon-spectacled Tanager	Passeriformes	Cardinalidae	A66397C6	
ocbtan1	2023	33952	species	Chlorothraupis stolzmanni	Ochre-breasted Tanager	Passeriformes	Cardinalidae	F035F1F9	
blfgro1	2023	33958	species	Caryothraustes poliogaster	Black-faced Grosbeak	Passeriformes	Cardinalidae	148C2DD2	
yeggro1	2023	33961	species	Caryothraustes canadensis	Yellow-green Grosbeak	Passeriformes	Cardinalidae	0239BBFC	
rabgro1	2023	33957	species	Periporphyrus erythromelas	Red-and-black Grosbeak	Passeriformes	Cardinalidae	34DC985D	
crcgro	2023	33956	species	Periporphyrus celaeno	Crimson-collared Grosbeak	Passeriformes	Cardinalidae	CCDEDA82	
vercar1	2023	33966	species	Cardinalis phoeniceus	Vermilion Cardinal	Passeriformes	Cardinalidae	5FAF3F1B	
norcar	2023	33967	species	Cardinalis cardinalis	Northern Cardinal	Passeriformes	Cardinalidae	4E74AE22	
norcar1	2023	33968	issf	Cardinalis cardinalis [cardinalis Group]	Northern Cardinal (Common)	Passeriformes	Cardinalidae		
norcar2	2023	33986	subspecies	Cardinalis cardinalis carneus	Northern Cardinal (Long-crested)	Passeriformes	Cardinalidae	8DF9BCEE	
pyrrhu	2023	33987	species	Cardinalis sinuatus	Pyrrhuloxia	Passeriformes	Cardinalidae	DE21A6BE	
yelgro	2023	33993	species	Pheucticus chrysopeplus	Yellow Grosbeak	Passeriformes	Cardinalidae	F600592A	
yelgro2	2023	33994	issf	Pheucticus chrysopeplus chrysopeplus/dilutus	Yellow Grosbeak (Northern)	Passeriformes	Cardinalidae		
yelgro1	2023	33997	subspecies	Pheucticus chrysopeplus aurantiacus	Yellow Grosbeak (Guatemalan)	Passeriformes	Cardinalidae	FFBAC882	
gobgro1	2023	33998	species	Pheucticus chrysogaster	Golden Grosbeak	Passeriformes	Cardinalidae	B653A80B	
bltgro1	2023	34001	species	Pheucticus tibialis	Black-thighed Grosbeak	Passeriformes	Cardinalidae	88213AF2	
blbgro2	2023	34002	species	Pheucticus aureoventris	Black-backed Grosbeak	Passeriformes	Cardinalidae	488CD1D8	
bkbgro2	2023	34003	subspecies	Pheucticus aureoventris meridensis	Black-backed Grosbeak (Merida)	Passeriformes	Cardinalidae	0EAD2954	
bkbgro3	2023	34004	subspecies	Pheucticus aureoventris crissalis	Black-backed Grosbeak (Yellow-throated)	Passeriformes	Cardinalidae	37CC558F	
bkbgro4	2023	34005	issf	Pheucticus aureoventris uropygialis/terminalis	Black-backed Grosbeak (Yellow-rumped)	Passeriformes	Cardinalidae		
bkbgro1	2023	34008	subspecies	Pheucticus aureoventris aureoventris	Black-backed Grosbeak (Black-rumped)	Passeriformes	Cardinalidae	4C46D208	
robgro	2023	34009	species	Pheucticus ludovicianus	Rose-breasted Grosbeak	Passeriformes	Cardinalidae	7C2FCB13	
bkhgro	2023	34011	species	Pheucticus melanocephalus	Black-headed Grosbeak	Passeriformes	Cardinalidae	8.24E+10	
rebcha1	2023	34017	species	Granatellus venustus	Red-breasted Chat	Passeriformes	Cardinalidae	7A55B797	
rebcha2	2023	34018	subspecies	Granatellus venustus venustus	Red-breasted Chat (Red-breasted)	Passeriformes	Cardinalidae	AF14C445	
rebcha3	2023	34019	subspecies	Granatellus venustus francescae	Red-breasted Chat (Tres Marias Is.)	Passeriformes	Cardinalidae	A3C7DD43	
grtcha1	2023	34020	species	Granatellus sallaei	Gray-throated Chat	Passeriformes	Cardinalidae	695C0322	
robcha1	2023	34023	species	Granatellus pelzelni	Rose-breasted Chat	Passeriformes	Cardinalidae	37E546A4	
robcha2	2023	34024	subspecies	Granatellus pelzelni pelzelni	Rose-breasted Chat (Rose-breasted)	Passeriformes	Cardinalidae	A44E7CC9	
robcha3	2023	34025	subspecies	Granatellus pelzelni paraensis	Rose-breasted Chat (Rose-bellied)	Passeriformes	Cardinalidae	5DABDBB9	
blusee1	2023	34026	species	Amaurospiza concolor	Blue Seedeater	Passeriformes	Cardinalidae	49B3835D	
blusee2	2023	34027	subspecies	Amaurospiza concolor relicta	Blue Seedeater (Slate-blue)	Passeriformes	Cardinalidae	3F4E1FD9	
blusee3	2023	34028	subspecies	Amaurospiza concolor concolor	Blue Seedeater (Blue)	Passeriformes	Cardinalidae	6A6CD2CA	
blusee4	2023	34029	species	Amaurospiza aequatorialis	Ecuadorian Seedeater	Passeriformes	Cardinalidae	9551017F	
carsee1	2023	34030	species	Amaurospiza carrizalensis	Carrizal Seedeater	Passeriformes	Cardinalidae	6587A0E6	
blbsee3	2023	34031	species	Amaurospiza moesta	Blackish-blue Seedeater	Passeriformes	Cardinalidae	87CC9A17	
glbgro1	2023	34032	species	Cyanoloxia glaucocaerulea	Glaucous-blue Grosbeak	Passeriformes	Cardinalidae	6954E4BE	
bubgro1	2023	34033	species	Cyanoloxia cyanoides	Blue-black Grosbeak	Passeriformes	Cardinalidae	BD833C24	
bubgro2	2023	34037	species	Cyanoloxia rothschildii	Amazonian Grosbeak	Passeriformes	Cardinalidae	2D827450	
ultgro1	2023	34039	species	Cyanoloxia brissonii	Ultramarine Grosbeak	Passeriformes	Cardinalidae	7B852242	
blubun	2023	34046	species	Cyanocompsa parellina	Blue Bunting	Passeriformes	Cardinalidae	C65A1784	
blubun1	2023	34047	issf	Cyanocompsa parellina parellina/beneplacita	Blue Bunting (Middle America)	Passeriformes	Cardinalidae		
blubun2	2023	34050	subspecies	Cyanocompsa parellina indigotica	Blue Bunting (West Mexico)	Passeriformes	Cardinalidae	31C43097	
blugrb1	2023	34051	species	Passerina caerulea	Blue Grosbeak	Passeriformes	Cardinalidae	A7A75EA1	
lazbun	2023	34059	species	Passerina amoena	Lazuli Bunting	Passeriformes	Cardinalidae	9F67F3AF	
indbun	2023	34060	species	Passerina cyanea	Indigo Bunting	Passeriformes	Cardinalidae	043F337A	
robbun1	2023	34064	species	Passerina rositae	Rose-bellied Bunting	Passeriformes	Cardinalidae	00634D72	
orbbun1	2023	34065	species	Passerina leclancherii	Orange-breasted Bunting	Passeriformes	Cardinalidae	FCD5D1E4	
varbun	2023	34068	species	Passerina versicolor	Varied Bunting	Passeriformes	Cardinalidae	1680EFDE	
paibun	2023	34074	species	Passerina ciris	Painted Bunting	Passeriformes	Cardinalidae	0BDB87DE	
dickci	2023	34080	species	Spiza americana	Dickcissel	Passeriformes	Cardinalidae	592E58CE	
brotan1	2023	34082	species	Orchesticus abeillei	Brown Tanager	Passeriformes	Thraupidae	B8992864	
reccar	2023	34083	species	Paroaria coronata	Red-crested Cardinal	Passeriformes	Thraupidae	03CE3B88	
reccar2	2023	34084	species	Paroaria dominicana	Red-cowled Cardinal	Passeriformes	Thraupidae	37DD749C	
reccar4	2023	34086	species	Paroaria gularis	Red-capped Cardinal	Passeriformes	Thraupidae	5617D13D	
reccar5	2023	34087	subspecies	Paroaria gularis gularis	Red-capped Cardinal (Red-capped)	Passeriformes	Thraupidae	DD10A2D0	
reccar6	2023	34088	subspecies	Paroaria gularis cervicalis	Red-capped Cardinal (Bolivian)	Passeriformes	Thraupidae	9126578	
crfcar1	2023	34091	species	Paroaria baeri	Crimson-fronted Cardinal	Passeriformes	Thraupidae	2D96ABDD	
crfcar2	2023	34092	subspecies	Paroaria baeri baeri	Crimson-fronted Cardinal (Araguaia)	Passeriformes	Thraupidae	021765CD	
crfcar3	2023	34093	subspecies	Paroaria baeri xinguensis	Crimson-fronted Cardinal (Xingu)	Passeriformes	Thraupidae	385CAA8B	
yebcar	2023	34096	species	Paroaria capitata	Yellow-billed Cardinal	Passeriformes	Thraupidae	E7AC0F28	
blftan1	2023	34100	species	Schistochlamys melanopis	Black-faced Tanager	Passeriformes	Thraupidae	C78F3803	
cintan1	2023	34106	species	Schistochlamys ruficapillus	Cinnamon Tanager	Passeriformes	Thraupidae	6241BAEB	
magtan2	2023	34107	species	Cissopis leverianus	Magpie Tanager	Passeriformes	Thraupidae	7766CC3C	
whbtan1	2023	34110	species	Neothraupis fasciata	White-banded Tanager	Passeriformes	Thraupidae	218F91B6	
bawtan1	2023	34111	species	Conothraupis speculigera	Black-and-white Tanager	Passeriformes	Thraupidae	FEAFE529	
cobtan2	2023	34112	species	Conothraupis mesoleuca	Cone-billed Tanager	Passeriformes	Thraupidae	16460BF4	
scttan1	2023	34113	species	Compsothraupis loricata	Scarlet-throated Tanager	Passeriformes	Thraupidae	DCEDEBC4	
whctan1	2023	34114	species	Sericossypha albocristata	White-capped Tanager	Passeriformes	Thraupidae	961A51A7	
hootan1	2023	34115	species	Nemosia pileata	Hooded Tanager	Passeriformes	Thraupidae	B112B157	
chttan1	2023	34122	species	Nemosia rourei	Cherry-throated Tanager	Passeriformes	Thraupidae	D9A06584	
ructan4	2023	34123	species	Creurgops verticalis	Rufous-crested Tanager	Passeriformes	Thraupidae	500BA227	
slatan2	2023	34124	species	Creurgops dentatus	Slaty Tanager	Passeriformes	Thraupidae	31CE5A53	
blchem1	2023	34125	species	Kleinothraupis atropileus	Black-capped Hemispingus	Passeriformes	Thraupidae	5DC98865	
bkchem1	2023	34126	subspecies	Kleinothraupis atropileus atropileus	Black-capped Hemispingus (Black-capped)	Passeriformes	Thraupidae	99C7090A	
bkchem2	2023	34127	subspecies	Kleinothraupis atropileus auricularis	Black-capped Hemispingus (White-browed)	Passeriformes	Thraupidae	47292BC9	
orbhem1	2023	34128	species	Kleinothraupis calophrys	Orange-browed Hemispingus	Passeriformes	Thraupidae	E176F6C4	
parhem1	2023	34129	species	Kleinothraupis parodii	Parodi's Hemispingus	Passeriformes	Thraupidae	7F89004D	
gychem1	2023	34130	species	Kleinothraupis reyi	Gray-capped Hemispingus	Passeriformes	Thraupidae	D0688762	
olehem1	2023	34131	species	Sphenopsis frontalis	Oleaginous Hemispingus	Passeriformes	Thraupidae	0539220A	
blehem1	2023	34137	species	Sphenopsis melanotis	Black-eared Hemispingus	Passeriformes	Thraupidae	B9B8DA6F	
bkehem2	2023	34138	issf	Sphenopsis melanotis [melanotis Group]	Black-eared Hemispingus (Black-eared)	Passeriformes	Thraupidae		
bkehem3	2023	34142	subspecies	Sphenopsis melanotis ochracea	Black-eared Hemispingus (Western)	Passeriformes	Thraupidae	F1F78380	
bkehem1	2023	34143	issf	Sphenopsis melanotis piurae/macrophrys	Black-eared Hemispingus (Piura)	Passeriformes	Thraupidae		
orhtan1	2023	34146	species	Thlypopsis sordida	Orange-headed Tanager	Passeriformes	Thraupidae	B185095D	
bubtan1	2023	34150	species	Thlypopsis inornata	Buff-bellied Tanager	Passeriformes	Thraupidae	CC33C7BB	
fuhtan1	2023	34151	species	Thlypopsis fulviceps	Fulvous-headed Tanager	Passeriformes	Thraupidae	9EDD2366	
chhtan1	2023	34156	species	Thlypopsis pyrrhocoma	Chestnut-headed Tanager	Passeriformes	Thraupidae	2D483804	
raytan1	2023	34157	species	Thlypopsis ruficeps	Rust-and-yellow Tanager	Passeriformes	Thraupidae	B33A1372	
suphem1	2023	34158	species	Thlypopsis superciliaris	Superciliaried Hemispingus	Passeriformes	Thraupidae	7DC2B3F6	
suphem5	2023	34159	subspecies	Thlypopsis superciliaris chrysophrys	Superciliaried Hemispingus (Yellow-browed)	Passeriformes	Thraupidae	7D61B6BD	
suphem2	2023	34160	issf	Thlypopsis superciliaris [superciliaris Group]	Superciliaried Hemispingus (Superciliaried)	Passeriformes	Thraupidae		
suphem4	2023	34164	issf	Thlypopsis superciliaris leucogastra/insignis	Superciliaried Hemispingus (White-bellied)	Passeriformes	Thraupidae		
suphem3	2023	34167	subspecies	Thlypopsis superciliaris urubambae	Superciliaried Hemispingus (urubambae)	Passeriformes	Thraupidae	2C0E8813	
ructan3	2023	34168	species	Thlypopsis ornata	Rufous-chested Tanager	Passeriformes	Thraupidae	0F68CD7D	
brftan1	2023	34172	species	Thlypopsis pectoralis	Brown-flanked Tanager	Passeriformes	Thraupidae	8F016827	
ptwfin1	2023	34174	species	Microspingus alticola	Plain-tailed Warbling Finch	Passeriformes	Thraupidae	947828AD	
rbwfin2	2023	34175	species	Microspingus erythrophrys	Rusty-browed Warbling Finch	Passeriformes	Thraupidae	B9D99EE0	
rrwfin1	2023	34178	species	Microspingus lateralis	Buff-throated Warbling Finch	Passeriformes	Thraupidae	563FA241	
gytwaf1	2023	34179	species	Microspingus cabanisi	Gray-throated Warbling Finch	Passeriformes	Thraupidae	601710FE	
riwfin1	2023	34180	species	Microspingus torquatus	Ringed Warbling Finch	Passeriformes	Thraupidae	0F74F559	
rinwaf1	2023	34181	subspecies	Microspingus torquatus torquatus	Ringed Warbling Finch (Ringed)	Passeriformes	Thraupidae	19D5AECF	
rinwaf2	2023	34182	subspecies	Microspingus torquatus pectoralis	Ringed Warbling Finch (Black-breasted)	Passeriformes	Thraupidae	714BD85C	
bcwfin2	2023	34183	species	Microspingus melanoleucus	Black-capped Warbling Finch	Passeriformes	Thraupidae	BDF69BEE	
ciwfin1	2023	34184	species	Microspingus cinereus	Cinereous Warbling Finch	Passeriformes	Thraupidae	A6C60FFB	
thshem1	2023	34185	species	Microspingus trifasciatus	Three-striped Hemispingus	Passeriformes	Thraupidae	32FFBA87	
pardus2	2023	34186	species	Nephelornis oneilli	Pardusco	Passeriformes	Thraupidae	E44AF02D	
blgtan1	2023	34187	species	Trichothraupis melanops	Black-goggled Tanager	Passeriformes	Thraupidae	3EA3B6D4	
grhtan1	2023	34188	species	Eucometis penicillata	Gray-headed Tanager	Passeriformes	Thraupidae	05296BB4	
gyhtan1	2023	34189	issf	Eucometis penicillata [spodocephalus Group]	Gray-headed Tanager (Gray-crested)	Passeriformes	Thraupidae		
gyhtan2	2023	34194	issf	Eucometis penicillata [penicillata Group]	Gray-headed Tanager (Gray-headed)	Passeriformes	Thraupidae		
saptan1	2023	34198	species	Heliothraupis oneilli	Inti Tanager	Passeriformes	Thraupidae	543A1887	
flctan1	2023	34199	species	Loriotus cristatus	Flame-crested Tanager	Passeriformes	Thraupidae	7572F846	
flctan2	2023	34200	issf	Loriotus cristatus [cristatus Group]	Flame-crested Tanager (Flame-crested)	Passeriformes	Thraupidae		
flctan3	2023	34209	subspecies	Loriotus cristatus nattereri	Flame-crested Tanager (Natterer's)	Passeriformes	Thraupidae	BD9C95CA	
yectan1	2023	34210	species	Loriotus rufiventer	Yellow-crested Tanager	Passeriformes	Thraupidae	6C810114	
whstan1	2023	34211	species	Loriotus luctuosus	White-shouldered Tanager	Passeriformes	Thraupidae	47CB5669	
fuctan1	2023	34217	species	Tachyphonus surinamus	Fulvous-crested Tanager	Passeriformes	Thraupidae	A90F77DC	
tactan1	2023	34223	species	Tachyphonus delatrii	Tawny-crested Tanager	Passeriformes	Thraupidae	D145C517	
ructan1	2023	34224	species	Tachyphonus coronatus	Ruby-crowned Tanager	Passeriformes	Thraupidae	68825475	
whltan1	2023	34225	species	Tachyphonus rufus	White-lined Tanager	Passeriformes	Thraupidae	ED7DE021	
restan1	2023	34226	species	Tachyphonus phoenicius	Red-shouldered Tanager	Passeriformes	Thraupidae	20F07F6E	
fustan1	2023	34228	species	Lanio fulvus	Fulvous Shrike-Tanager	Passeriformes	Thraupidae	FD883BFD	
wwstan1	2023	34231	species	Lanio versicolor	White-winged Shrike-Tanager	Passeriformes	Thraupidae	F2DED854	
btstan1	2023	34234	species	Lanio aurantius	Black-throated Shrike-Tanager	Passeriformes	Thraupidae	1D35BB7C	
wtstan1	2023	34235	species	Lanio leucothorax	White-throated Shrike-Tanager	Passeriformes	Thraupidae	B08CF996	
crctan1	2023	34240	species	Ramphocelus sanguinolentus	Crimson-collared Tanager	Passeriformes	Thraupidae	690C5AB4	
flrtan1	2023	34243	species	Ramphocelus flammigerus	Flame-rumped Tanager	Passeriformes	Thraupidae	BCF7B722	
flrtan2	2023	34244	subspecies	Ramphocelus flammigerus flammigerus	Flame-rumped Tanager (Flame-rumped)	Passeriformes	Thraupidae	B04DBAA2	
flrtan3	2023	34245	subspecies	Ramphocelus flammigerus icteronotus	Flame-rumped Tanager (Lemon-rumped)	Passeriformes	Thraupidae	E666597F	
y00599	2023	34247	species	Ramphocelus passerinii	Scarlet-rumped Tanager	Passeriformes	Thraupidae	CF8B8AB4	
pastan1	2023	34248	subspecies	Ramphocelus passerinii passerinii	Scarlet-rumped Tanager (Passerini's)	Passeriformes	Thraupidae	A6717C60	
chetan1	2023	34249	subspecies	Ramphocelus passerinii costaricensis	Scarlet-rumped Tanager (Cherrie's)	Passeriformes	Thraupidae	2538DA15	
bratan1	2023	34251	species	Ramphocelus bresilius	Brazilian Tanager	Passeriformes	Thraupidae	99CA86E3	
bkbtan1	2023	34254	species	Ramphocelus melanogaster	Black-bellied Tanager	Passeriformes	Thraupidae	FECD4A7C	
sibtan2	2023	34257	species	Ramphocelus carbo	Silver-beaked Tanager	Passeriformes	Thraupidae	EF01FD76	
mactan1	2023	34266	species	Ramphocelus nigrogularis	Masked Crimson Tanager	Passeriformes	Thraupidae	73179694	
crbtan1	2023	34267	species	Ramphocelus dimidiatus	Crimson-backed Tanager	Passeriformes	Thraupidae	32121D98	
scaflo1	2023	34741	species	Diglossa duidae	Scaled Flowerpiercer	Passeriformes	Thraupidae	041CC925	
vertan1	2023	34275	species	Calochaetes coccineus	Vermilion Tanager	Passeriformes	Thraupidae	92F622EE	
blbtan2	2023	34276	species	Cyanicterus cyanicterus	Blue-backed Tanager	Passeriformes	Thraupidae	846C5BDD	
bagtan1	2023	34277	species	Bangsia arcaei	Blue-and-gold Tanager	Passeriformes	Thraupidae	B005C25F	
bagtan2	2023	34280	species	Bangsia melanochlamys	Black-and-gold Tanager	Passeriformes	Thraupidae	44CDF1D4	
goctan1	2023	34281	species	Bangsia rothschildi	Golden-chested Tanager	Passeriformes	Thraupidae	26D354A0	
mobtan1	2023	34282	species	Bangsia edwardsi	Moss-backed Tanager	Passeriformes	Thraupidae	5C7EE0EE	
gortan1	2023	34283	species	Bangsia aureocincta	Gold-ringed Tanager	Passeriformes	Thraupidae	E6653E57	
ygbtan1	2023	34284	species	Bangsia flavovirens	Yellow-green Tanager	Passeriformes	Thraupidae	0D919D11	
orttan1	2023	34285	species	Wetmorethraupis sterrhopteron	Orange-throated Tanager	Passeriformes	Thraupidae	1734388D	
homtan1	2023	34286	species	Buthraupis montana	Hooded Mountain Tanager	Passeriformes	Thraupidae	B2725161	
blctan2	2023	34292	species	Sporathraupis cyanocephala	Blue-capped Tanager	Passeriformes	Thraupidae	E97657AA	
mamtan1	2023	34301	species	Tephrophilus wetmorei	Masked Mountain Tanager	Passeriformes	Thraupidae	8A8F0607	
grgtan1	2023	34302	species	Chlorornis riefferii	Grass-green Tanager	Passeriformes	Thraupidae	C2BD666A	
bcmtan1	2023	34308	species	Cnemathraupis eximia	Black-chested Mountain Tanager	Passeriformes	Thraupidae	5B8B2C85	
gbmtan1	2023	34313	species	Cnemathraupis aureodorsalis	Golden-backed Mountain Tanager	Passeriformes	Thraupidae	CBB9458D	
bkcmot1	2023	34314	species	Anisognathus melanogenys	Black-cheeked Mountain Tanager	Passeriformes	Thraupidae	6F7590D1	
lamtan1	2023	34315	species	Anisognathus lacrymosus	Lacrimose Mountain Tanager	Passeriformes	Thraupidae	11BC1FFE	
lacmot1	2023	34316	subspecies	Anisognathus lacrymosus pallididorsalis	Lacrimose Mountain Tanager (Perija)	Passeriformes	Thraupidae	907B5369	
lacmot2	2023	34317	subspecies	Anisognathus lacrymosus melanops	Lacrimose Mountain Tanager (melanops)	Passeriformes	Thraupidae	7D4F5627	
lacmot3	2023	34318	subspecies	Anisognathus lacrymosus yariguierum	Lacrimose Mountain Tanager (yariguierum)	Passeriformes	Thraupidae	A7140B1D	
lacmot4	2023	34319	subspecies	Anisognathus lacrymosus intensus	Lacrimose Mountain Tanager (intensus)	Passeriformes	Thraupidae	B52B25C3	
lacmot5	2023	34320	issf	Anisognathus lacrymosus [palpebrosus Group]	Lacrimose Mountain Tanager (palpebrosus Group)	Passeriformes	Thraupidae		
lacmot6	2023	34325	subspecies	Anisognathus lacrymosus lacrymosus	Lacrimose Mountain Tanager (lacrymosus)	Passeriformes	Thraupidae	B7E7A375	
sbmtan1	2023	34326	species	Anisognathus igniventris	Scarlet-bellied Mountain Tanager	Passeriformes	Thraupidae	9FCCD579	
scbmot1	2023	34327	issf	Anisognathus igniventris [lunulatus Group]	Scarlet-bellied Mountain Tanager (Scarlet-bellied)	Passeriformes	Thraupidae		
scbmot2	2023	34331	subspecies	Anisognathus igniventris igniventris	Scarlet-bellied Mountain Tanager (Fire-bellied)	Passeriformes	Thraupidae	87EA6535	
bwmtan1	2023	34332	species	Anisognathus somptuosus	Blue-winged Mountain Tanager	Passeriformes	Thraupidae	1F7275CB	
buwmot1	2023	34333	issf	Anisognathus somptuosus [somptuosus Group]	Blue-winged Mountain Tanager (Blue-winged)	Passeriformes	Thraupidae		
buwmot2	2023	34342	subspecies	Anisognathus somptuosus flavinucha	Blue-winged Mountain Tanager (Bolivian)	Passeriformes	Thraupidae	D64C0A60	
bcmtan2	2023	34343	species	Anisognathus notabilis	Black-chinned Mountain Tanager	Passeriformes	Thraupidae	C42E650C	
