Scientific_name_eBird,English_name,Scientific_name_BirdLife,Continent,Peak_HTI,LowerCI_Peak_HTI,UpperCI_Peak_HTI,Conservative_HTI,LowerCI_Conservative_HTI,UpperCI_Conservative_HTI,Maximum_HTI,LowerCI_Maximum_HTI,UpperCI_Maximum_HTI,Missing_resampling_replicates
Myiagra ruficollis,Broad-billed Flycatcher,Myiagra ruficollis,Oceania,0.126,0,0.289682667,23.792,22.4256589,25.1583411,42.012,41.42600222,42.59799778,0
Myiarchus antillarum,Puerto Rican Flycatcher,Myiarchus antillarum,Latin_America,25.928,25.63636,26.21964,42.088,41.85774,42.31826,49.518,49.24726,49.78874,0
Myiarchus apicalis,Apical Flycatcher,Myiarchus apicalis,Latin_America,24.9,23.80823,25.99177,41.498,40.56186,42.43414,48.938,48.4859,49.3901,0
Myiarchus barbirostris,Sad Flycatcher,Myiarchus barbirostris,Latin_America,4.853333,3.097407,6.60926,28.57333,27.20685,29.93982,44.27333,43.67599,44.87068,5
Myiarchus cephalotes,Pale-edged Flycatcher,Myiarchus cephalotes,Latin_America,29.858,28.66646,31.04954,37.734,37.61854,37.84946,40.032,39.96703,40.09697,0
Myiarchus cinerascens,Ash-throated Flycatcher,Myiarchus cinerascens,North_America,9.95,9.308057834,10.59194217,35.262,35.11073636,35.41326364,49.074,48.87813272,49.26986728,0
Myiarchus cinerascens,Ash-throated Flycatcher,Myiarchus cinerascens,Latin_America,0.00625,0,0.01437391,30.78958,29.72796,31.85121,50,50,50,2
Myiarchus crinitus,Great Crested Flycatcher,Myiarchus crinitus,North_America,20.048,19.87912147,20.21687853,46.212,46.02528497,46.39871503,50,50,50,0
Myiarchus ferox,Short-crested Flycatcher,Myiarchus ferox,Latin_America,22.802,22.56412,23.03988,37.374,37.26058,37.48742,44.444,44.32111,44.56689,0
Myiarchus nugator,Grenada Flycatcher,Myiarchus nugator,Latin_America,13.47273,11.09251,15.85295,44.11591,43.30048,44.93133,48.50682,47.89383,49.11981,6
Myiarchus nuttingi,Nutting's Flycatcher,Myiarchus nuttingi,Latin_America,12.42,11.88912,12.95088,30.442,30.16062,30.72338,42.866,42.68894,43.04306,0
Myiarchus oberi,Lesser Antillean Flycatcher,Myiarchus oberi,Latin_America,2.434694,1.670097,3.19929,18.56939,18.30947,18.82931,32.59796,32.20722,32.9887,1
Myiarchus panamensis,Panama Flycatcher,Myiarchus panamensis,Latin_America,21.44,19.67874,23.20126,41.816,41.53491,42.09709,49.3,49.1234,49.4766,0
Myiarchus sagrae,La Sagra's Flycatcher,Myiarchus sagrae,Latin_America,21.298,19.0638,23.5322,42.202,42.09831,42.30569,44.542,44.34871,44.73529,0
Myiarchus semirufus,Rufous Flycatcher,Myiarchus semirufus,Latin_America,8.066667,7.27959,8.853743,17.56667,16.65193,18.48141,27.15625,26.43376,27.87874,2
Myiarchus stolidus,Stolid Flycatcher,Myiarchus stolidus,Latin_America,0.148,0.01339332,0.2826067,24.28,23.89116,24.66884,40.792,40.56182,41.02218,0
Myiarchus swainsoni,Swainson's Flycatcher,Myiarchus swainsoni,Latin_America,10.792,10.07581,11.50819,32.736,32.44655,33.02545,49.896,49.82657,49.96543,0
Myiarchus tuberculifer,Dusky-capped Flycatcher,Myiarchus tuberculifer,Latin_America,14.198,13.96076,14.43524,33.754,33.65834,33.84966,46.738,46.58336,46.89264,0
Myiarchus tuberculifer,Dusky-capped Flycatcher,Myiarchus tuberculifer,North_America,0.282,0.109751401,0.454248599,6.618,6.431615432,6.804384568,14.218,13.97371726,14.46228274,0
Myiarchus tyrannulus,Brown-crested Flycatcher,Myiarchus tyrannulus,North_America,7.388,5.878807228,8.897192772,39.474,39.37277329,39.57522671,44.384,44.20034543,44.56765457,0
Myiarchus tyrannulus,Brown-crested Flycatcher,Myiarchus tyrannulus,Latin_America,15.188,15.07147,15.30453,33.506,33.41536,33.59664,44.8,44.67245,44.92755,0
Myiarchus validus,Rufous-tailed Flycatcher,Myiarchus validus,Latin_America,0,0,0,18.25455,16.84094,19.66815,38.49091,37.60192,39.3799,6
Myiarchus venezuelensis,Venezuelan Flycatcher,Myiarchus venezuelensis,Latin_America,11.632,11.20828,12.05572,23.98,23.59639,24.36361,36.466,36.16838,36.76362,0
Myiarchus yucatanensis,Yucatan Flycatcher,Myiarchus yucatanensis,Latin_America,0.038,0,0.08736461,17.05,16.85008,17.24992,43.69,43.19012,44.18988,0
Myiobius atricaudus,Black-tailed Flycatcher,Myiobius atricaudus,Latin_America,5.873469,5.35587,6.391069,33.0551,32.39719,33.71301,44.59184,43.81892,45.36476,1
Myiobius barbatus,Whiskered Flycatcher,Myiobius barbatus,Latin_America,1.083673,0.6428601,1.524487,22.87347,22.0239,23.72304,35.61837,35.22025,36.01648,1
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,Latin_America,0,0,0,12.068,11.8094,12.3266,24.736,24.51866,24.95334,0
Myiobius villosus,Tawny-breasted Flycatcher,Myiobius villosus,Latin_America,0.338,0.1215486,0.5544514,8.744,8.487464,9.000536,15.888,15.64131,16.13469,0
Myioborus brunniceps,Brown-capped Redstart,Myioborus brunniceps,Latin_America,12.26,10.91754,13.60246,41.79111,40.92776,42.65446,49.07111,48.44841,49.69381,5
Myioborus melanocephalus,Spectacled Redstart,Myioborus melanocephalus,Latin_America,11.68,11.45644,11.90356,25.784,25.65365,25.91435,35.234,35.1002,35.3678,0
Myioborus miniatus,Slate-throated Redstart,Myioborus miniatus,Latin_America,6.108,5.31433,6.90167,34.778,34.53714,35.01886,43.202,42.99623,43.40777,0
Myioborus ornatus,Golden-fronted Redstart,Myioborus ornatus,Latin_America,5.98125,4.308697,7.653803,34.39792,33.33987,35.45596,42.87292,42.12179,43.62405,2
Myioborus pictus,Painted Redstart,Myioborus pictus,Latin_America,0.108,0,0.2482994,18.956,18.61706,19.29494,35.876,35.69066,36.06134,0
Myioborus pictus,Painted Redstart,Myioborus pictus,North_America,0,0,0,4.906,4.814073753,4.997926247,10.67,10.53766352,10.80233648,0
Myioborus torquatus,Collared Redstart,Myioborus torquatus,Latin_America,7.340816,6.681762,7.999871,24.36939,23.56303,25.17574,36.37347,35.66963,37.07731,1
Myiodynastes bairdii,Baird's Flycatcher,Myiodynastes bairdii,Latin_America,1.671429,1.120501,2.222356,24.24694,23.82322,24.67066,44.96735,44.43494,45.49975,1
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,Myiodynastes chrysocephalus,Latin_America,12.732,11.59211,13.87189,22.574,21.83257,23.31543,23.962,23.2557,24.6683,0
Myiodynastes hemichrysus,Golden-bellied Flycatcher,Myiodynastes hemichrysus,Latin_America,0.9270833,0.4670251,1.387142,25.09167,23.43909,26.74424,40.68125,39.999,41.3635,2
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,Latin_America,0.7625,0.3924454,1.132555,47.12917,46.63469,47.62364,49.63333,49.36363,49.90304,2
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,North_America,0,0,0,5.136,5.055897661,5.216102339,10.762,10.61687166,10.90712834,0
Myiodynastes maculatus,Streaked Flycatcher,Myiodynastes maculatus,Latin_America,21.81,21.38284,22.23716,43.85,43.60559,44.09441,49.024,48.78789,49.26011,0
Myiomela leucura,White-tailed Robin,Myiomela leucura,Asia,7.6125,6.642076925,8.582923075,22.43125,21.23112733,23.63137267,33.1625,32.4397032,33.8852968,2
Myiopagis caniceps,Gray-headed Elaenia,Myiopagis caniceps,Latin_America,6.612,5.834429,7.389571,23.666,22.87043,24.46157,36.952,36.52988,37.37412,0
Myiopagis cotta,Jamaican Elaenia,Myiopagis cotta,Latin_America,0.4608696,0.04156934,0.8801698,19.58696,18.22812,20.94579,37.86304,37.17141,38.55467,4
Myiopagis flavivertex,Yellow-crowned Elaenia,Myiopagis flavivertex,Latin_America,11.994,10.10478,13.88322,33.568,33.19985,33.93615,38.076,37.91355,38.23845,0
Myiopagis gaimardii,Forest Elaenia,Myiopagis gaimardii,Latin_America,0.2,0.01801678,0.3819832,31.018,30.58126,31.45474,41.696,41.38727,42.00473,0
Myiopagis olallai,Foothill Elaenia,Myiopagis olallai,Latin_America,0.286,0.02307622,0.5489238,7.47,7.186571,7.753429,14.224,13.8628,14.5852,0
Myiopagis subplacens,Pacific Elaenia,Myiopagis subplacens,Latin_America,0,0,0,13.968,13.77862,14.15738,35.24,34.85797,35.62203,0
Myiopagis viridicata,Greenish Elaenia,Myiopagis viridicata,Latin_America,0.7555556,0.3327684,1.178343,26.20667,24.72166,27.69168,45.06889,44.66094,45.47684,5
Myiophobus cryptoxanthus,Olive-chested Flycatcher,Myiophobus cryptoxanthus,Latin_America,0.102,0,0.234505,13.392,12.95463,13.82937,30.456,30.01653,30.89547,0
Myiophobus fasciatus,Bran-colored Flycatcher,Myiophobus fasciatus,Latin_America,17.26,16.87705,17.64295,41.144,40.88873,41.39927,50,50,50,0
Myiophobus flavicans,Flavescent Flycatcher,Myiophobus flavicans,Latin_America,0.9291667,0.4918208,1.366513,17.58125,17.18871,17.97379,33.34792,33.05534,33.64049,2
Myiopsitta monachus,Monk Parakeet,Myiopsitta monachus,North_America,50,50,50,50,50,50,50,50,50,0
Myiopsitta monachus,Monk Parakeet,Myiopsitta monachus,Europe,49.778,49.6250878,49.9309122,49.962,49.92740216,49.99659784,50,50,50,0
Myiopsitta monachus,Monk Parakeet,Myiopsitta monachus,Latin_America,48.82449,48.1842,49.46478,50,50,50,50,50,50,1
Myiornis albiventris,White-bellied Pygmy-Tyrant,Myiornis albiventris,Latin_America,0,0,0,7.554,7.29373,7.81427,15.01,14.67733,15.34267,0
Myiornis atricapillus,Black-capped Pygmy-Tyrant,Myiornis atricapillus,Latin_America,8.91,8.339142,9.480858,21.992,20.90357,23.08043,34.03,33.34466,34.71534,0
Myiornis auricularis,Eared Pygmy-Tyrant,Myiornis auricularis,Latin_America,0,0,0,15.456,15.03472,15.87728,36.186,35.84048,36.53152,0
Myiornis ecaudatus,Short-tailed Pygmy-Tyrant,Myiornis ecaudatus,Latin_America,0.106,0.01025662,0.2017434,17.718,17.38659,18.04941,32.832,32.51995,33.14405,0
Myiotheretes fumigatus,Smoky Bush-Tyrant,Myiotheretes fumigatus,Latin_America,0.962,0.5484762,1.375524,14.49,14.2419,14.7381,28.744,28.42478,29.06322,0
Myiotheretes pernix,Santa Marta Bush-Tyrant,Myiotheretes pernix,Latin_America,16.14286,12.31929,19.96643,28.04524,24.65039,31.44008,30.0881,26.68367,33.49252,8
Myiotheretes striaticollis,Streak-throated Bush-Tyrant,Myiotheretes striaticollis,Latin_America,34.018,33.41931,34.61669,47.568,46.85419,48.28181,47.962,47.35337,48.57063,0
Myiothlypis bivittata,Two-banded Warbler,Myiothlypis bivittata,Latin_America,8.586,8.295022,8.876978,13.904,13.75025,14.05775,17.162,16.90776,17.41624,0
Myiothlypis coronata,Russet-crowned Warbler,Myiothlypis coronata,Latin_America,9.49,8.762917,10.21708,30.602,30.23202,30.97198,37.856,37.75516,37.95684,0
Myiothlypis flaveola,Flavescent Warbler,Myiothlypis flaveola,Latin_America,14.246,13.46862,15.02338,36.256,36.0138,36.4982,43.706,43.31808,44.09392,0
Myiothlypis fulvicauda,Buff-rumped Warbler,Myiothlypis fulvicauda,Latin_America,13.576,13.43522,13.71678,26.362,26.17859,26.54541,36.25,36.1185,36.3815,0
Myiothlypis leucoblephara,White-browed Warbler,Myiothlypis leucoblephara,Latin_America,0.026,0,0.05977579,22.584,22.43363,22.73437,39.414,39.26712,39.56088,0
Myiothlypis luteoviridis,Citrine Warbler,Myiothlypis luteoviridis,Latin_America,4.030952,3.23555,4.826355,17.4381,16.24027,18.63592,30.84048,29.89435,31.7866,8
Myiothlypis nigrocristata,Black-crested Warbler,Myiothlypis nigrocristata,Latin_America,11.138,10.55162,11.72438,31.538,31.15149,31.92451,41.87,41.471,42.269,0
Myiothlypis rivularis,Riverbank Warbler,Myiothlypis rivularis,Latin_America,0.354,0.09365099,0.614349,22.748,22.27029,23.22571,36.094,35.92268,36.26532,0
Myiothlypis signata,Pale-legged Warbler,Myiothlypis signata,Latin_America,4.652,3.844176,5.459824,19.99,19.06761,20.91239,24.858,24.17569,25.54031,0
Myiotriccus ornatus,Ornate Flycatcher,Myiotriccus ornatus,Latin_America,2.396,1.87774,2.91426,10.878,10.65351,11.10249,16.38,16.22896,16.53104,0
Myiozetetes cayanensis,Rusty-margined Flycatcher,Myiozetetes cayanensis,Latin_America,15.42,14.05502,16.78498,42.378,42.23763,42.51837,46.146,46.00229,46.28971,0
Myiozetetes granadensis,Gray-capped Flycatcher,Myiozetetes granadensis,Latin_America,48,46.18168,49.81832,50,50,50,50,50,50,0
Myiozetetes luteiventris,Dusky-chested Flycatcher,Myiozetetes luteiventris,Latin_America,0.8857143,0.4887292,1.282699,15.59592,13.92107,17.27077,26.25306,25.04689,27.45923,1
Myiozetetes similis,Social Flycatcher,Myiozetetes similis,Latin_America,29.97,29.69393,30.24607,49.99,49.97701,50,50,50,50,0
Myophonus caeruleus,Blue Whistling-Thrush,Myophonus caeruleus,Asia,12.87346939,12.5350417,13.21189707,34.69183673,34.46417189,34.91950158,49.28163265,49.06843361,49.4948317,1
Myophonus horsfieldii,Malabar Whistling-Thrush,Myophonus horsfieldii,Asia,0.95,0.411657599,1.488342401,15.9,15.52920884,16.27079116,28.606,28.3496449,28.8623551,0
Myophonus insularis,Taiwan Whistling-Thrush,Myophonus insularis,Asia,16.396,16.13140616,16.66059384,30.152,29.93000758,30.37399242,39.224,39.02729928,39.42070072,0
Myornis senilis,Ash-colored Tapaculo,Myornis senilis,Latin_America,3.563265,2.767961,4.35857,20.33878,19.72098,20.95657,34.25102,33.86198,34.64006,1
Myrmeciza longipes,White-bellied Antbird,Myrmeciza longipes,Latin_America,7.308,6.679991,7.936009,32.844,32.50845,33.17955,46.168,45.61733,46.71867,0
Myrmecocichla aethiops,Northern Anteater-Chat,Myrmecocichla aethiops,Africa,18.56,18.46654367,18.65345633,27.836,27.66865715,28.00334285,33.044,32.92487129,33.16312871,0
Myrmecocichla arnotti,Arnot's Chat,Myrmecocichla arnotti,Africa,2.518,1.883022515,3.152977485,13.496,13.03728818,13.95471182,20.16,19.87936089,20.44063911,0
Myrmecocichla collaris,Ruaha Chat,Myrmecocichla arnotti,Africa,18.07708333,16.91315035,19.24101632,24.89583333,24.5522597,25.23940697,28.9625,28.74689197,29.17810803,2
Myrmecocichla formicivora,Southern Anteater-Chat,Myrmecocichla formicivora,Africa,0.126,0,0.289682667,12.634,12.35324776,12.91475224,25.894,25.58751752,26.20048248,0
Myrmecocichla melaena,RÃ¼ppell's Chat,Myrmecocichla melaena,Africa,10.59375,8.732336224,12.45516378,22.15,21.03874146,23.26125854,28.72291667,27.85216881,29.59366453,2
Myrmecocichla monticola,Mountain Wheatear,Myrmecocichla monticola,Africa,0.412,0.108425369,0.715574631,14.528,14.25171345,14.80428655,33.77,33.3733377,34.1666623,0
Myrmecocichla nigra,Sooty Chat,Myrmecocichla nigra,Africa,15.73,15.62745901,15.83254099,24.594,24.44994256,24.73805744,36.452,36.19059406,36.71340594,0
Myrmelastes hyperythrus,Plumbeous Antbird,Myrmelastes hyperythrus,Latin_America,0.064,0.005695579,0.1223044,10.084,9.813118,10.35488,22.392,22.06803,22.71597,0
Myrmelastes leucostigma,Spot-winged Antbird,Myrmelastes leucostigma,Latin_America,1.554545,0.4828576,2.626233,31.375,29.76737,32.98263,47.36136,46.55655,48.16618,6
Myrmoborus leucophrys,White-browed Antbird,Myrmoborus leucophrys,Latin_America,0,0,0,18.294,17.90963,18.67837,33.42,33.1501,33.6899,0
Myrmoborus myotherinus,Black-faced Antbird,Myrmoborus myotherinus,Latin_America,0,0,0,9.156,9.04099,9.27101,22.83,22.56004,23.09996,0
Myrmochanes hemileucus,Black-and-white Antbird,Myrmochanes hemileucus,Latin_America,11.88936,10.19469,13.58403,33.84043,32.76489,34.91596,44.5766,43.40424,45.74895,3
Myrmoderus ferrugineus,Ferruginous-backed Antbird,Myrmoderus ferrugineus,Latin_America,0,0,0,8.28,8.041501,8.518499,17.792,17.4725,18.1115,0
Myrmoderus loricatus,White-bibbed Antbird,Myrmoderus loricatus,Latin_America,0.108,0.00918151,0.2068185,8.384,8.140546,8.627454,15.876,15.55835,16.19365,0
Myrmoderus squamosus,Squamate Antbird,Myrmoderus squamosus,Latin_America,0,0,0,27.472,26.3659,28.5781,42.74,42.15851,43.32149,0
Myrmophylax atrothorax,Black-throated Antbird,Myrmophylax atrothorax,Latin_America,12.794,12.23261,13.35539,30.99,30.82782,31.15218,35.766,35.66727,35.86473,0
Myrmorchilus strigilatus,Stripe-backed Antbird,Myrmorchilus strigilatus,Latin_America,0,0,0,12.562,12.20071,12.92329,27.666,27.28628,28.04572,0
Myrmothera berlepschi,Amazonian Antpitta,Hylopezus berlepschi,Latin_America,2.076744,1.181731,2.971757,14.34419,13.32527,15.3631,24.05814,23.2662,24.85008,7
Myrmothera campanisona,Thrush-like Antpitta,Myrmothera campanisona,Latin_America,0,0,0,14.866,14.50985,15.22215,22.184,22.05578,22.31222,0
Myrmothera dives,Thicket Antpitta,Hylopezus dives,Latin_America,26.738,26.53951,26.93649,32,31.80796,32.19204,33.86,33.71312,34.00688,0
Myrmothera fulviventris,White-lored Antpitta,Hylopezus fulviventris,Latin_America,16.578,16.34434,16.81166,19.944,19.75397,20.13403,21.856,21.61545,22.09655,0
Myrmotherula axillaris,White-flanked Antwren,Myrmotherula axillaris,Latin_America,0,0,0,14.084,13.66727,14.50073,32.578,32.22325,32.93275,0
Myrmotherula brachyura,Pygmy Antwren,Myrmotherula brachyura,Latin_America,0,0,0,9.148,9.021955,9.274045,24.314,24.0058,24.6222,0
Myrmotherula cherriei,Cherrie's Antwren,Myrmotherula cherriei,Latin_America,6.134043,5.513098,6.754987,16.8,15.64416,17.95584,26.97234,25.62849,28.31619,3
Myrmotherula ignota,Moustached Antwren,Myrmotherula ignota,Latin_America,0,0,0,13.696,13.25132,14.14068,29.974,29.60979,30.33821,0
Myrmotherula longicauda,Stripe-chested Antwren,Myrmotherula longicauda,Latin_America,26.364,26.05267,26.67533,30.854,30.65543,31.05257,32.718,32.52179,32.91421,0
Myrmotherula longipennis,Long-winged Antwren,Myrmotherula longipennis,Latin_America,0.058,0.0123772,0.1036228,6.048,5.900969,6.195031,11.836,11.66133,12.01067,0
Myrmotherula menetriesii,Gray Antwren,Myrmotherula menetriesii,Latin_America,0,0,0,6.566,6.421742,6.710258,15.948,15.71074,16.18526,0
Myrmotherula multostriata,Amazonian Streaked-Antwren,Myrmotherula multostriata,Latin_America,0,0,0,10.114,9.930847,10.29715,28.182,27.65532,28.70868,0
Myrmotherula pacifica,Pacific Antwren,Myrmotherula pacifica,Latin_America,4.482,3.976773,4.987227,14.478,14.3174,14.6386,23.108,22.94432,23.27168,0
Myrmotherula schisticolor,Slaty Antwren,Myrmotherula schisticolor,Latin_America,0.054,0.01230241,0.09569759,16.068,15.86017,16.27583,29.694,29.48393,29.90407,0
Myrmotherula sclateri,Sclater's Antwren,Myrmotherula sclateri,Latin_America,0.836,0.40276,1.26924,7.972,7.415503,8.528497,12.616,12.26249,12.96951,0
Myrmotherula surinamensis,Guianan Streaked-Antwren,Myrmotherula surinamensis,Latin_America,0,0,0,7.556,7.398435,7.713565,18.214,17.86842,18.55958,0
Myrmotherula unicolor,Unicolored Antwren,Myrmotherula unicolor,Latin_America,17.312,16.97893,17.64507,31.048,30.74678,31.34922,42.808,42.31416,43.30184,0
Myrtis fanny,Purple-collared Woodstar,Myrtis fanny,Latin_America,17.596,17.49355,17.69845,31.628,31.3995,31.8565,48.458,48.10952,48.80648,0
Mystacornis crossleyi,Crossley's Vanga,Mystacornis crossleyi,Africa,12.01836735,11.41722997,12.61950472,15.90408163,15.694884,16.11327927,18.2,17.79513599,18.60486401,1
Myzomela caledonica,New Caledonian Myzomela,Myzomela caledonica,Oceania,4.164444444,2.874082299,5.454806589,22.08888889,20.61036986,23.56740791,31.87333333,30.72717398,33.01949269,5
Myzomela cardinalis,Cardinal Myzomela,Myzomela cardinalis,Oceania,0.074,0,0.17013109,12.996,12.68055641,13.31144359,25.086,24.48404112,25.68795888,0
Myzomela erythrocephala,Red-headed Myzomela,Myzomela erythrocephala,Oceania,42.53636364,39.15631093,45.91641634,49.90227273,49.77507564,50,49.96136364,49.91107642,50,6
Myzomela obscura,Dusky Myzomela,Myzomela obscura,Oceania,2.278571429,0.681241849,3.875901008,33.28571429,31.38951727,35.1819113,48.9547619,47.62159434,50,8
Myzomela rosenbergii,Red-collared Myzomela,Myzomela rosenbergii,Oceania,1.415555556,0.736083991,2.09502712,17.82666667,15.23989753,20.4134358,26.79555556,24.65947097,28.93164014,5
Myzomela rubratra,Micronesian Myzomela,Myzomela rubratra,Oceania,49,47.70093122,50,50,50,50,50,50,50,0
Myzomela sanguinolenta,Scarlet Myzomela,Myzomela sanguinolenta,Oceania,8.812,8.188318415,9.435681585,32.234,31.97893249,32.48906751,46.188,45.95244657,46.42355343,0
Nasica longirostris,Long-billed Woodcreeper,Nasica longirostris,Latin_America,1.841667,0.6832184,3.000115,31.27708,29.79897,32.7552,34.37708,33.1319,35.62227,2
Neafrapus boehmi,Bat-like Spinetail,Neafrapus boehmi,Africa,0.058,0,0.13334599,10.802,10.27533505,11.32866495,23.11,22.45713105,23.76286895,0
Neafrapus cassini,Cassin's Spinetail,Neafrapus cassini,Africa,2.592,1.859343256,3.324656744,13.116,12.6350278,13.5969722,18.91,18.73167775,19.08832225,0
Necrosyrtes monachus,Hooded Vulture,Necrosyrtes monachus,Africa,41.1625,37.65716701,44.66783299,49.72916667,49.56787014,49.89046319,49.9125,49.84117691,49.98382309,2
