Species1,Species2,Match.type,Match.notes,Avibase.ID1,Avibase.ID2,,,
Corvus ossifragus,Corvus ossifragus,1BL to 1eBird,,AVIBASE-43E56D2C,AVIBASE-43E56D2C,,,
Corvus palmarum,Corvus palmarum,1BL to 1eBird,,AVIBASE-FC9516DF,AVIBASE-FC9516DF,,,
Corvus pectoralis,Corvus pectoralis,1BL to 1eBird,,AVIBASE-BD63FF46,AVIBASE-BD63FF46,,,
Corvus rhipidurus,Corvus rhipidurus,1BL to 1eBird,,AVIBASE-32C216E2,AVIBASE-32C216E2,,,
Corvus ruficollis,Corvus ruficollis,1BL to 1eBird,,AVIBASE-F2024545,AVIBASE-F2024545,,,
Corvus sinaloae,Corvus sinaloae,1BL to 1eBird,,AVIBASE-A1C7E620,AVIBASE-A1C7E620,,,
Corvus splendens,Corvus splendens,1BL to 1eBird,,AVIBASE-39868903,AVIBASE-39868903,,,
Corvus tasmanicus,Corvus tasmanicus,1BL to 1eBird,,AVIBASE-2CABE055,AVIBASE-2CABE055,,,
Corvus tristis,Corvus tristis,1BL to 1eBird,,AVIBASE-63AF4DB2,AVIBASE-63AF4DB2,,,
Corvus typicus,Corvus typicus,1BL to 1eBird,,AVIBASE-927A64D1,AVIBASE-927A64D1,,,
Corvus unicolor,Corvus unicolor,1BL to 1eBird,,AVIBASE-8D44B0A0,AVIBASE-8D44B0A0,,,
Corvus validus,Corvus validus,1BL to 1eBird,,AVIBASE-11715120,AVIBASE-11715120,,,
Corvus violaceus,Corvus violaceus,1BL to 1eBird,,AVIBASE-7D09E879,AVIBASE-7D09E879,,,
Corvus woodfordi,Corvus woodfordi,1BL to 1eBird,,AVIBASE-ACCF9106,AVIBASE-ACCF9106,,,
Corydon sumatranus,Corydon sumatranus,1BL to 1eBird,,AVIBASE-BB1E6094,AVIBASE-BB1E6094,,,
Corydospiza alaudina,Rhopospina alaudina,1BL to 1eBird,,AVIBASE-41CB1805,AVIBASE-41CB1805,,,
Corydospiza carbonaria,Rhopospina carbonaria,1BL to 1eBird,,AVIBASE-E040A723,AVIBASE-E040A723,,,
Coryphaspiza melanotis,Coryphaspiza melanotis,1BL to 1eBird,,AVIBASE-0A2ACC6A,AVIBASE-0A2ACC6A,,,
Coryphistera alaudina,Coryphistera alaudina,1BL to 1eBird,,AVIBASE-2629DF6C,AVIBASE-2629DF6C,,,
Coryphospingus cucullatus,Coryphospingus cucullatus,1BL to 1eBird,,AVIBASE-632FA6BD,AVIBASE-632FA6BD,,,
Coryphospingus pileatus,Coryphospingus pileatus,1BL to 1eBird,,AVIBASE-FBCA67B2,AVIBASE-FBCA67B2,,,
Corythaeola cristata,Corythaeola cristata,1BL to 1eBird,,AVIBASE-002445CB,AVIBASE-002445CB,,,
Corythaixoides concolor,Corythaixoides concolor,1BL to 1eBird,,AVIBASE-DEBCA587,AVIBASE-DEBCA587,,,
Corythaixoides leopoldi,Corythaixoides personatus,Many BL to 1eBird,,AVIBASE-BEDA5DA6,AVIBASE-215428B0,,,
Corythaixoides personatus,Corythaixoides personatus,Many BL to 1eBird,,AVIBASE-71A552DA,AVIBASE-215428B0,,,
Corythopis delalandi,Corythopis delalandi,1BL to 1eBird,,AVIBASE-514A51B6,AVIBASE-514A51B6,,,
Corythopis torquatus,Corythopis torquatus,1BL to 1eBird,,AVIBASE-3765D531,AVIBASE-3765D531,,,
Corythornis cristatus,Corythornis cristatus,Many BL to 1eBird,,AVIBASE-12EA0D5A,AVIBASE-7149F93D,,,
Corythornis leucogaster,Corythornis leucogaster,1BL to 1eBird,,AVIBASE-4F94B89C,AVIBASE-4F94B89C,,,
Corythornis madagascariensis,Corythornis madagascariensis,1BL to 1eBird,,AVIBASE-EDF78342,AVIBASE-EDF78342,,,
Corythornis nais,Corythornis cristatus,Many BL to 1eBird,,AVIBASE-0759A4FB,AVIBASE-7149F93D,,,
Corythornis thomensis,Corythornis cristatus,Many BL to 1eBird,,AVIBASE-95031C69,AVIBASE-7149F93D,,,
Corythornis vintsioides,Corythornis vintsioides,1BL to 1eBird,,AVIBASE-FEBCB5F6,AVIBASE-FEBCB5F6,,,
Coscoroba coscoroba,Coscoroba coscoroba,1BL to 1eBird,,AVIBASE-A3A0E8FE,AVIBASE-A3A0E8FE,,,
Cossypha albicapillus,Cossypha albicapillus,1BL to 1eBird,,AVIBASE-FA3C53B8,AVIBASE-FA3C53B8,,,
Cossypha cyanocampter,Cossypha cyanocampter,1BL to 1eBird,,AVIBASE-9616C96E,AVIBASE-9616C96E,,,
Cossypha dichroa,Cossypha dichroa,1BL to 1eBird,,AVIBASE-68C54292,AVIBASE-68C54292,,,
Cossypha heinrichi,Cossypha heinrichi,1BL to 1eBird,,AVIBASE-B175F364,AVIBASE-B175F364,,,
Cossypha heuglini,Cossypha heuglini,1BL to 1eBird,,AVIBASE-16BD42DD,AVIBASE-16BD42DD,,,
Cossypha natalensis,Cossypha natalensis,1BL to 1eBird,,AVIBASE-3846F8A8,AVIBASE-3846F8A8,,,
Cossypha niveicapilla,Cossypha niveicapilla,1BL to 1eBird,,AVIBASE-BB05D1FC,AVIBASE-BB05D1FC,,,
Cossypha semirufa,Cossypha semirufa,1BL to 1eBird,,AVIBASE-53EABB81,AVIBASE-53EABB81,,,
Cossyphicula roberti,Cossyphicula roberti,1BL to 1eBird,,AVIBASE-F95998A8,AVIBASE-F95998A8,,,
Cotinga amabilis,Cotinga amabilis,1BL to 1eBird,,AVIBASE-6D5FE7C8,AVIBASE-6D5FE7C8,,,
Cotinga cayana,Cotinga cayana,1BL to 1eBird,,AVIBASE-0AEB98CC,AVIBASE-0AEB98CC,,,
Cotinga cotinga,Cotinga cotinga,1BL to 1eBird,,AVIBASE-6F0076C1,AVIBASE-6F0076C1,,,
Cotinga maculata,Cotinga maculata,1BL to 1eBird,,AVIBASE-35891611,AVIBASE-35891611,,,
Cotinga maynana,Cotinga maynana,1BL to 1eBird,,AVIBASE-4E7079A1,AVIBASE-4E7079A1,,,
Cotinga nattererii,Cotinga nattererii,1BL to 1eBird,,AVIBASE-206E4EAA,AVIBASE-206E4EAA,,,
Cotinga ridgwayi,Cotinga ridgwayi,1BL to 1eBird,,AVIBASE-EADC7DCB,AVIBASE-EADC7DCB,,,
Coturnicops exquisitus,Coturnicops exquisitus,1BL to 1eBird,,AVIBASE-D312C873,AVIBASE-D312C873,,,
Coturnicops notatus,Coturnicops notatus,1BL to 1eBird,,AVIBASE-0E761CC4,AVIBASE-0E761CC4,,,
Coturnicops noveboracensis,Coturnicops noveboracensis,1BL to 1eBird,,AVIBASE-2B100B36,AVIBASE-2B100B36,,,
Coturnix coromandelica,Coturnix coromandelica,1BL to 1eBird,,AVIBASE-A6F042E2,AVIBASE-A6F042E2,,,
Coturnix coturnix,Coturnix coturnix,1BL to 1eBird,,AVIBASE-CAFE345D,AVIBASE-CAFE345D,,,
Coturnix delegorguei,Coturnix delegorguei,1BL to 1eBird,,AVIBASE-0CA903BB,AVIBASE-0CA903BB,,,
Coturnix japonica,Coturnix japonica,1BL to 1eBird,,AVIBASE-110CF425,AVIBASE-110CF425,,,
Coturnix pectoralis,Coturnix pectoralis,1BL to 1eBird,,AVIBASE-98984CAD,AVIBASE-98984CAD,,,
Coua caerulea,Coua caerulea,1BL to 1eBird,,AVIBASE-B569EDF7,AVIBASE-B569EDF7,,,
Coua coquereli,Coua coquereli,1BL to 1eBird,,AVIBASE-39649172,AVIBASE-39649172,,,
Coua cristata,Coua cristata,Many BL to 1eBird,,AVIBASE-0DCD5C40,AVIBASE-FCAB4323,,,
Coua cursor,Coua cursor,1BL to 1eBird,,AVIBASE-6643841C,AVIBASE-6643841C,,,
Coua gigas,Coua gigas,1BL to 1eBird,,AVIBASE-CAFE4C4C,AVIBASE-CAFE4C4C,,,
Coua olivaceiceps,Coua ruficeps,Many BL to 1eBird,,AVIBASE-9547E39A,AVIBASE-8DC737F8,,,
Coua pyropyga,Coua cristata,Many BL to 1eBird,,AVIBASE-3BE9C6C1,AVIBASE-FCAB4323,,,
Coua reynaudii,Coua reynaudii,1BL to 1eBird,,AVIBASE-7B86087B,AVIBASE-7B86087B,,,
Coua ruficeps,Coua ruficeps,Many BL to 1eBird,,AVIBASE-7F73F191,AVIBASE-8DC737F8,,,
Coua serriana,Coua serriana,1BL to 1eBird,,AVIBASE-CC72DA7A,AVIBASE-CC72DA7A,,,
Coua verreauxi,Coua verreauxi,1BL to 1eBird,,AVIBASE-BD0EDFE1,AVIBASE-BD0EDFE1,,,
Cracticus argenteus,Cracticus argenteus,1BL to 1eBird,,AVIBASE-6BFC1262,AVIBASE-6BFC1262,,,
Cracticus cassicus,Cracticus cassicus,1BL to 1eBird,,AVIBASE-6E902C60,AVIBASE-6E902C60,,,
Cracticus louisiadensis,Cracticus louisiadensis,1BL to 1eBird,,AVIBASE-764DC1DA,AVIBASE-764DC1DA,,,
Cracticus mentalis,Cracticus mentalis,1BL to 1eBird,,AVIBASE-F9541556,AVIBASE-F9541556,,,
Cracticus nigrogularis,Cracticus nigrogularis,1BL to 1eBird,,AVIBASE-B731E469,AVIBASE-B731E469,,,
Cracticus torquatus,Cracticus torquatus,1BL to 1eBird,,AVIBASE-9CD4E6BB,AVIBASE-9CD4E6BB,,,
Cranioleuca albicapilla,Cranioleuca albicapilla,1BL to 1eBird,,AVIBASE-19814090,AVIBASE-19814090,,,
Cranioleuca albiceps,Cranioleuca albiceps,1BL to 1eBird,,AVIBASE-3B4EDC39,AVIBASE-3B4EDC39,,,
Cranioleuca antisiensis,Cranioleuca antisiensis,Many BL to 1eBird,,AVIBASE-5378955D,AVIBASE-9449AA01,,,
Cranioleuca baroni,Cranioleuca antisiensis,Many BL to 1eBird,,AVIBASE-84B238D2,AVIBASE-9449AA01,,,
Cranioleuca berlepschi,Thripophaga berlepschi,1BL to 1eBird,,AVIBASE-5E267CBD,AVIBASE-5E267CBD,,,
Cranioleuca curtata,Cranioleuca curtata,1BL to 1eBird,,AVIBASE-CCD30843,AVIBASE-CCD30843,,,
Cranioleuca demissa,Cranioleuca demissa,1BL to 1eBird,,AVIBASE-08A34DD2,AVIBASE-08A34DD2,,,
Cranioleuca dissita,Cranioleuca dissita,1BL to 1eBird,,AVIBASE-F341C440,AVIBASE-F341C440,,,
Cranioleuca erythrops,Cranioleuca erythrops,1BL to 1eBird,,AVIBASE-6D00ECAF,AVIBASE-6D00ECAF,,,
Cranioleuca hellmayri,Cranioleuca hellmayri,1BL to 1eBird,,AVIBASE-2A1CC668,AVIBASE-2A1CC668,,,
Cranioleuca henricae,Cranioleuca henricae,1BL to 1eBird,,AVIBASE-CEAD8DD0,AVIBASE-CEAD8DD0,,,
Cranioleuca marcapatae,Cranioleuca marcapatae,Many BL to 1eBird,,AVIBASE-292C9F0B,AVIBASE-0652EA28,,,
Cranioleuca muelleri,Cranioleuca muelleri,1BL to 1eBird,,AVIBASE-DC25BB79,AVIBASE-DC25BB79,,,
Cranioleuca obsoleta,Cranioleuca obsoleta,1BL to 1eBird,,AVIBASE-8CE249D9,AVIBASE-8CE249D9,,,
Cranioleuca pallida,Cranioleuca pallida,1BL to 1eBird,,AVIBASE-26B605AB,AVIBASE-26B605AB,,,
Cranioleuca pyrrhophia,Cranioleuca pyrrhophia,1BL to 1eBird,,AVIBASE-38BD5816,AVIBASE-38BD5816,,,
Cranioleuca semicinerea,Cranioleuca semicinerea,1BL to 1eBird,,AVIBASE-9C20744B,AVIBASE-9C20744B,,,
Cranioleuca subcristata,Cranioleuca subcristata,1BL to 1eBird,,AVIBASE-F88DF540,AVIBASE-F88DF540,,,
Cranioleuca sulphurifera,Limnoctites sulphuriferus,1BL to 1eBird,,AVIBASE-562905AC,AVIBASE-562905AC,,,
Cranioleuca vulpecula,Cranioleuca vulpecula,1BL to 1eBird,,AVIBASE-2FE6EB50,AVIBASE-2FE6EB50,,,
Cranioleuca vulpina,Cranioleuca vulpina,1BL to 1eBird,,AVIBASE-66828801,AVIBASE-66828801,,,
Cranioleuca weskei,Cranioleuca marcapatae,Many BL to 1eBird,,AVIBASE-161CC4DB,AVIBASE-0652EA28,,,
Crateroscelis murina,Crateroscelis murina,1BL to 1eBird,,AVIBASE-C53C2B2E,AVIBASE-C53C2B2E,,,
Crateroscelis nigrorufa,Crateroscelis nigrorufa,1BL to 1eBird,,AVIBASE-FA91B53C,AVIBASE-FA91B53C,,,
Crateroscelis robusta,Crateroscelis robusta,1BL to 1eBird,,AVIBASE-34819139,AVIBASE-34819139,,,
Crax alberti,Crax alberti,1BL to 1eBird,,AVIBASE-9260D3DD,AVIBASE-9260D3DD,,,
Crax alector,Crax alector,1BL to 1eBird,,AVIBASE-16A1A2B1,AVIBASE-16A1A2B1,,,
Crax blumenbachii,Crax blumenbachii,1BL to 1eBird,,AVIBASE-CB3380D4,AVIBASE-CB3380D4,,,
Crax daubentoni,Crax daubentoni,1BL to 1eBird,,AVIBASE-0A74C21D,AVIBASE-0A74C21D,,,
Crax fasciolata,Crax fasciolata,Many BL to 1eBird,,AVIBASE-CFC11273,AVIBASE-120F52B3,,,
Crax globulosa,Crax globulosa,1BL to 1eBird,,AVIBASE-E3180F5D,AVIBASE-E3180F5D,,,
Crax pinima,Crax fasciolata,Many BL to 1eBird,,AVIBASE-E9BD3822,AVIBASE-120F52B3,,,
Crax rubra,Crax rubra,1BL to 1eBird,,AVIBASE-BA8A14D2,AVIBASE-BA8A14D2,,,
Creagrus furcatus,Creagrus furcatus,1BL to 1eBird,,AVIBASE-07357A25,AVIBASE-07357A25,,,
Creatophora cinerea,Creatophora cinerea,1BL to 1eBird,,AVIBASE-9D95139B,AVIBASE-9D95139B,,,
Creurgops dentatus,Creurgops dentatus,1BL to 1eBird,,AVIBASE-31CE5A53,AVIBASE-31CE5A53,,,
Creurgops verticalis,Creurgops verticalis,1BL to 1eBird,,AVIBASE-500BA227,AVIBASE-500BA227,,,
Crex crex,Crex crex,1BL to 1eBird,,AVIBASE-7E257242,AVIBASE-7E257242,,,
Crex egregia,Crex egregia,1BL to 1eBird,,AVIBASE-09A0F2EB,AVIBASE-09A0F2EB,,,
Crinifer piscator,Crinifer piscator,1BL to 1eBird,,AVIBASE-3C3092F9,AVIBASE-3C3092F9,,,
Crinifer zonurus,Crinifer zonurus,1BL to 1eBird,,AVIBASE-10B14696,AVIBASE-10B14696,,,
Criniferoides leucogaster,Corythaixoides leucogaster,1BL to 1eBird,,AVIBASE-2AA4BC58,AVIBASE-2AA4BC58,,,
Criniger barbatus,Criniger barbatus,1BL to 1eBird,,AVIBASE-0F97A356,AVIBASE-0F97A356,,,
Criniger calurus,Criniger calurus,1BL to 1eBird,,AVIBASE-F8104BC1,AVIBASE-F8104BC1,,,
Criniger chloronotus,Criniger chloronotus,1BL to 1eBird,,AVIBASE-8A90BC6D,AVIBASE-8A90BC6D,,,
Criniger ndussumensis,Criniger ndussumensis,1BL to 1eBird,,AVIBASE-6A110710,AVIBASE-6A110710,,,
Criniger olivaceus,Criniger olivaceus,1BL to 1eBird,,AVIBASE-439C4BC9,AVIBASE-439C4BC9,,,
Crithagra albogularis,Crithagra albogularis,1BL to 1eBird,,AVIBASE-294A70CC,AVIBASE-294A70CC,,,
Crithagra ankoberensis,Crithagra ankoberensis,1BL to 1eBird,,AVIBASE-F422B222,AVIBASE-F422B222,,,
Crithagra atrogularis,Crithagra atrogularis,1BL to 1eBird,,AVIBASE-D12CDD0F,AVIBASE-D12CDD0F,,,
Crithagra buchanani,Crithagra buchanani,1BL to 1eBird,,AVIBASE-F3618305,AVIBASE-F3618305,,,
Crithagra burtoni,Crithagra burtoni,1BL to 1eBird,,AVIBASE-8E8B3DB9,AVIBASE-8E8B3DB9,,,
Crithagra canicapilla,Crithagra canicapilla,1BL to 1eBird,,AVIBASE-115CB3F4,AVIBASE-115CB3F4,,,
Crithagra capistrata,Crithagra capistrata,1BL to 1eBird,,AVIBASE-E16846C3,AVIBASE-E16846C3,,,
Crithagra citrinelloides,Crithagra citrinelloides,1BL to 1eBird,,AVIBASE-D419E3A5,AVIBASE-D419E3A5,,,
Crithagra citrinipectus,Crithagra citrinipectus,1BL to 1eBird,,AVIBASE-238953D9,AVIBASE-238953D9,,,
Crithagra concolor,Crithagra concolor,1BL to 1eBird,,AVIBASE-58012642,AVIBASE-58012642,,,
Crithagra donaldsoni,Crithagra donaldsoni,1BL to 1eBird,,AVIBASE-0CEB2DA6,AVIBASE-0CEB2DA6,,,
Crithagra dorsostriata,Crithagra dorsostriata,1BL to 1eBird,,AVIBASE-90C937E4,AVIBASE-90C937E4,,,
Crithagra flavigula,Crithagra flavigula,1BL to 1eBird,,AVIBASE-31B513F0,AVIBASE-31B513F0,,,
Crithagra flaviventris,Crithagra flaviventris,1BL to 1eBird,,AVIBASE-4746346C,AVIBASE-4746346C,,,
Crithagra frontalis,Crithagra frontalis,1BL to 1eBird,,AVIBASE-5108E1D3,AVIBASE-5108E1D3,,,
Crithagra gularis,Crithagra gularis,1BL to 1eBird,,AVIBASE-12E75955,AVIBASE-12E75955,,,
Crithagra hyposticta,Crithagra hyposticta,1BL to 1eBird,,AVIBASE-C978ABCC,AVIBASE-C978ABCC,,,
Crithagra koliensis,Crithagra koliensis,1BL to 1eBird,,AVIBASE-5E456730,AVIBASE-5E456730,,,
Crithagra leucoptera,Crithagra leucoptera,1BL to 1eBird,,AVIBASE-D403BDAF,AVIBASE-D403BDAF,,,
Crithagra leucopygia,Crithagra leucopygia,1BL to 1eBird,,AVIBASE-C887C3FC,AVIBASE-C887C3FC,,,
Crithagra melanochroa,Crithagra melanochroa,1BL to 1eBird,,AVIBASE-A25D8384,AVIBASE-A25D8384,,,
Crithagra menachensis,Crithagra menachensis,1BL to 1eBird,,AVIBASE-5C0BF88F,AVIBASE-5C0BF88F,,,
Crithagra mennelli,Crithagra mennelli,1BL to 1eBird,,AVIBASE-D5454426,AVIBASE-D5454426,,,
Crithagra mozambica,Crithagra mozambica,1BL to 1eBird,,AVIBASE-169B483C,AVIBASE-169B483C,,,
Crithagra reichardi,Crithagra reichardi,Many BL to 1eBird,,AVIBASE-DE9A742B,AVIBASE-E9A83FB4,,,
Crithagra reichenowi,Crithagra reichenowi,1BL to 1eBird,,AVIBASE-69EB514A,AVIBASE-69EB514A,,,
Crithagra rothschildi,Crithagra rothschildi,1BL to 1eBird,,AVIBASE-C121E620,AVIBASE-C121E620,,,
Crithagra rufobrunnea,Crithagra rufobrunnea,1BL to 1eBird,,AVIBASE-83F51B60,AVIBASE-83F51B60,,,
Crithagra scotops,Crithagra scotops,1BL to 1eBird,,AVIBASE-994D87C2,AVIBASE-994D87C2,,,
Crithagra striatipectus,Crithagra reichardi,Many BL to 1eBird,,AVIBASE-FB84DF4D,AVIBASE-E9A83FB4,,,
Crithagra striolata,Crithagra sp.,1BL to many eBird,Species2 name used in cases where ambiguous locality data prevented match,AVIBASE-B80FA5CD,AVIBASE-D7149E6A,,,
Crithagra striolata,Crithagra striolata,1BL to many eBird,,AVIBASE-B80FA5CD,AVIBASE-580A93C2,,,
Crithagra striolata,Crithagra whytii,1BL to many eBird,,AVIBASE-B80FA5CD,AVIBASE-1CBC2DDE,,,
Crithagra sulphurata,Crithagra sulphurata,1BL to 1eBird,,AVIBASE-53A5E91F,AVIBASE-53A5E91F,,,
Crithagra symonsi,Crithagra symonsi,1BL to 1eBird,,AVIBASE-875794B9,AVIBASE-875794B9,,,
Crithagra totta,Crithagra totta,1BL to 1eBird,,AVIBASE-0B5B5E28,AVIBASE-0B5B5E28,,,
Crithagra tristriata,Crithagra tristriata,1BL to 1eBird,,AVIBASE-30384990,AVIBASE-30384990,,,
Crithagra xantholaema,Crithagra xantholaema,1BL to 1eBird,,AVIBASE-8C436082,AVIBASE-8C436082,,,
Crithagra xanthopygia,Crithagra xanthopygia,1BL to 1eBird,,AVIBASE-71D3C8A6,AVIBASE-71D3C8A6,,,
Crossleyia tenebrosa,Xanthomixis tenebrosa,1BL to 1eBird,,AVIBASE-6FD3006B,AVIBASE-6FD3006B,,,
Crossleyia xanthophrys,Crossleyia xanthophrys,1BL to 1eBird,,AVIBASE-8A7929D9,AVIBASE-8A7929D9,,,
Crossoptilon auritum,Crossoptilon auritum,1BL to 1eBird,,AVIBASE-B3777B6C,AVIBASE-B3777B6C,,,
Crossoptilon crossoptilon,Crossoptilon crossoptilon,1BL to 1eBird,,AVIBASE-D39EDBF1,AVIBASE-D39EDBF1,,,
Crossoptilon harmani,Crossoptilon harmani,1BL to 1eBird,,AVIBASE-23937719,AVIBASE-23937719,,,
Crossoptilon mantchuricum,Crossoptilon mantchuricum,1BL to 1eBird,,AVIBASE-3AE74F1C,AVIBASE-3AE74F1C,,,
Crotophaga ani,Crotophaga ani,1BL to 1eBird,,AVIBASE-469BC7B8,AVIBASE-469BC7B8,,,
Crotophaga major,Crotophaga major,1BL to 1eBird,,AVIBASE-0DD11B75,AVIBASE-0DD11B75,,,
Crotophaga sulcirostris,Crotophaga sulcirostris,1BL to 1eBird,,AVIBASE-C5B34740,AVIBASE-C5B34740,,,
Crypsirina cucullata,Crypsirina cucullata,1BL to 1eBird,,AVIBASE-45BED67C,AVIBASE-45BED67C,,,
Crypsirina temia,Crypsirina temia,1BL to 1eBird,,AVIBASE-A1807D70,AVIBASE-A1807D70,,,
Cryptillas victorini,Cryptillas victorini,1BL to 1eBird,,AVIBASE-E3C55435,AVIBASE-E3C55435,,,
Cryptoleucopteryx plumbea,Cryptoleucopteryx plumbea,1BL to 1eBird,,AVIBASE-A6775D0C,AVIBASE-A6775D0C,,,
Cryptolybia olivacea,Stactolaema olivacea,1BL to 1eBird,,AVIBASE-4568986F,AVIBASE-4568986F,,,
Cryptomicroeca flaviventris,Eopsaltria flaviventris,1BL to 1eBird,,AVIBASE-ABDDA6D0,AVIBASE-ABDDA6D0,,,
Cryptophaps poecilorrhoa,Cryptophaps poecilorrhoa,1BL to 1eBird,,AVIBASE-86420547,AVIBASE-86420547,,,
Cryptopipo holochlora,Cryptopipo holochlora,Many BL to 1eBird,,AVIBASE-A0E54EB9,AVIBASE-B829B8FF,,,
Cryptopipo litae,Cryptopipo holochlora,Many BL to 1eBird,,AVIBASE-DFF33128,AVIBASE-B829B8FF,,,
Cryptospiza jacksoni,Cryptospiza jacksoni,1BL to 1eBird,,AVIBASE-7E6DF5D5,AVIBASE-7E6DF5D5,,,
Cryptospiza reichenovii,Cryptospiza reichenovii,1BL to 1eBird,,AVIBASE-E034D9D9,AVIBASE-E034D9D9,,,
Cryptospiza salvadorii,Cryptospiza salvadorii,1BL to 1eBird,,AVIBASE-98B15EE7,AVIBASE-98B15EE7,,,
Cryptospiza shelleyi,Cryptospiza shelleyi,1BL to 1eBird,,AVIBASE-1C1A87C4,AVIBASE-1C1A87C4,,,
Cryptosylvicola randrianasoloi,Cryptosylvicola randrianasoloi,1BL to 1eBird,,AVIBASE-DBD188EF,AVIBASE-DBD188EF,,,
Crypturellus atrocapillus,Crypturellus atrocapillus,1BL to 1eBird,,AVIBASE-41631439,AVIBASE-41631439,,,
Crypturellus bartletti,Crypturellus bartletti,1BL to 1eBird,,AVIBASE-88B9ABC1,AVIBASE-88B9ABC1,,,
Crypturellus berlepschi,Crypturellus berlepschi,1BL to 1eBird,,AVIBASE-9B036853,AVIBASE-9B036853,,,
Crypturellus boucardi,Crypturellus boucardi,1BL to 1eBird,,AVIBASE-5183B60E,AVIBASE-5183B60E,,,
Crypturellus brevirostris,Crypturellus brevirostris,1BL to 1eBird,,AVIBASE-45EE168A,AVIBASE-45EE168A,,,
Crypturellus casiquiare,Crypturellus casiquiare,1BL to 1eBird,,AVIBASE-26D1CE28,AVIBASE-26D1CE28,,,
Crypturellus cinereus,Crypturellus cinereus,1BL to 1eBird,,AVIBASE-7C90F8DB,AVIBASE-7C90F8DB,,,
Crypturellus cinnamomeus,Crypturellus cinnamomeus,Many BL to 1eBird,,AVIBASE-BC6EF580,AVIBASE-AAB5CEED,,,
Crypturellus duidae,Crypturellus duidae,1BL to 1eBird,,AVIBASE-D2592D39,AVIBASE-D2592D39,,,
Crypturellus erythropus,Crypturellus erythropus,1BL to 1eBird,,AVIBASE-4E03F38D,AVIBASE-4E03F38D,,,
Crypturellus kerriae,Crypturellus kerriae,1BL to 1eBird,,AVIBASE-2ED97B54,AVIBASE-2ED97B54,,,
Crypturellus noctivagus,Crypturellus noctivagus,1BL to 1eBird,,AVIBASE-7507BE36,AVIBASE-7507BE36,,,
Crypturellus obsoletus,Crypturellus obsoletus,1BL to 1eBird,,AVIBASE-D624C373,AVIBASE-D624C373,,,
Crypturellus occidentalis,Crypturellus cinnamomeus,Many BL to 1eBird,,AVIBASE-8A2D8FB6,AVIBASE-AAB5CEED,,,
Crypturellus parvirostris,Crypturellus parvirostris,1BL to 1eBird,,AVIBASE-2988DEC6,AVIBASE-2988DEC6,,,
Crypturellus ptaritepui,Crypturellus ptaritepui,1BL to 1eBird,,AVIBASE-F5F9A63F,AVIBASE-F5F9A63F,,,
Crypturellus soui,Crypturellus soui,1BL to 1eBird,,AVIBASE-39DD9DD7,AVIBASE-39DD9DD7,,,
Crypturellus strigulosus,Crypturellus strigulosus,1BL to 1eBird,,AVIBASE-FE2B5A6B,AVIBASE-FE2B5A6B,,,
Crypturellus tataupa,Crypturellus tataupa,1BL to 1eBird,,AVIBASE-9C7F2C57,AVIBASE-9C7F2C57,,,
Crypturellus transfasciatus,Crypturellus transfasciatus,1BL to 1eBird,,AVIBASE-D303E7FF,AVIBASE-D303E7FF,,,
Crypturellus undulatus,Crypturellus undulatus,1BL to 1eBird,,AVIBASE-7A600A0F,AVIBASE-7A600A0F,,,
Crypturellus variegatus,Crypturellus variegatus,1BL to 1eBird,,AVIBASE-F8BBC7A7,AVIBASE-F8BBC7A7,,,
Cuculus canorus,Cuculus canorus,1BL to 1eBird,,AVIBASE-B3D2C3C5,AVIBASE-B3D2C3C5,,,
Cuculus clamosus,Cuculus clamosus,1BL to 1eBird,,AVIBASE-EDB84334,AVIBASE-EDB84334,,,
Cuculus crassirostris,Cuculus crassirostris,1BL to 1eBird,,AVIBASE-D2EB8DC9,AVIBASE-D2EB8DC9,,,
Cuculus gularis,Cuculus gularis,1BL to 1eBird,,AVIBASE-66931B3F,AVIBASE-66931B3F,,,
Cuculus lepidus,Cuculus lepidus,1BL to 1eBird,,AVIBASE-BC2989BC,AVIBASE-BC2989BC,,,
Cuculus micropterus,Cuculus micropterus,1BL to 1eBird,,AVIBASE-5CFEDF61,AVIBASE-5CFEDF61,,,
Cuculus poliocephalus,Cuculus poliocephalus,1BL to 1eBird,,AVIBASE-FF41B79F,AVIBASE-FF41B79F,,,
Cuculus rochii,Cuculus rochii,1BL to 1eBird,,AVIBASE-C2E0717C,AVIBASE-C2E0717C,,,
Cuculus saturatus,Cuculus optatus,1BL to many eBird,,AVIBASE-565F83B3,AVIBASE-6A735030,,,
Cuculus saturatus,Cuculus saturatus,1BL to many eBird,,AVIBASE-565F83B3,AVIBASE-66812DE2,,,
Cuculus solitarius,Cuculus solitarius,1BL to 1eBird,,AVIBASE-26A34DA5,AVIBASE-26A34DA5,,,
Culicicapa ceylonensis,Culicicapa ceylonensis,1BL to 1eBird,,AVIBASE-D9B57BA4,AVIBASE-D9B57BA4,,,
Culicicapa helianthea,Culicicapa helianthea,1BL to 1eBird,,AVIBASE-15D49464,AVIBASE-15D49464,,,
Culicivora caudacuta,Culicivora caudacuta,1BL to 1eBird,,AVIBASE-6F253FCF,AVIBASE-6F253FCF,,,
Curaeus curaeus,Curaeus curaeus,1BL to 1eBird,,AVIBASE-12D5E6AE,AVIBASE-12D5E6AE,,,
Cursorius coromandelicus,Cursorius coromandelicus,1BL to 1eBird,,AVIBASE-236D9272,AVIBASE-236D9272,,,
